,name,party,state,chamber,year,net_worth,pct_change
2785,Kenny Marchant (R-Texas),R,Texas,House,2012,15945324,-0.3157902867108706
3377,Kenny Marchant (R-Texas),R,Texas,House,2013,7900076,-0.5045521809403183
3909,Kenny Marchant (R-Texas),R,Texas,House,2014,15786586,0.9982828013300125
4398,Kenny Marchant (R-Texas),R,Texas,House,2015,24227975,0.5347190963264634
4946,Kenny Marchant (R-Texas),R,Texas,House,2016,24660721,0.017861418463573697
5483,Kenny Marchant (R-Texas),R,Texas,House,2017,11839508,-0.5199042234004432
21,Kenny Marchant (R-Texas),R,Texas,House,2018,33738015,1.849612923104575
607,Kent Conrad (D-ND),D,ND,Senate,2008,2407014,
1195,Kent Conrad (D-ND),D,ND,Senate,2009,2416017,0.0037403189179623375
1785,Kent Conrad (D-ND),D,ND,Senate,2010,2454021,0.01573002176723093
2367,Kent Conrad (D-ND),D,ND,Senate,2011,2472020,0.007334493062610248
2892,Kent Conrad (D-ND),D,ND,Senate,2012,3340515,0.35133008632616236
3638,Kerry Bentivolio (R-Mich),R,Mich,House,2013,664021,
793,Kevin Brady (R-Texas),R,Texas,House,2008,535516,
1385,Kevin Brady (R-Texas),R,Texas,House,2009,535516,0.0
1965,Kevin Brady (R-Texas),R,Texas,House,2010,551515,0.02987585805092663
2547,Kevin Brady (R-Texas),R,Texas,House,2011,486013,-0.11876739526576796
3126,Kevin Brady (R-Texas),R,Texas,House,2012,453513,-0.06687063926273573
3681,Kevin Brady (R-Texas),R,Texas,House,2013,469514,0.035282340307775106
4202,Kevin Brady (R-Texas),R,Texas,House,2014,500012,0.06495652951775677
4725,Kevin Brady (R-Texas),R,Texas,House,2015,524512,0.04899882402822331
5177,Kevin Brady (R-Texas),R,Texas,House,2016,773512,0.47472698432066385
5719,Kevin Brady (R-Texas),R,Texas,House,2017,723012,-0.0652866406726722
254,Kevin Brady (R-Texas),R,Texas,House,2018,766513,0.06016635961782102
3663,Kevin Cramer (R-ND),R,ND,House,2013,542011,
4197,Kevin Cramer (R-ND),R,ND,House,2014,542011,0.0
4691,Kevin Cramer (R-ND),R,ND,House,2015,706508,0.3034938405309118
5191,Kevin Cramer (R-ND),R,ND,House,2016,631508,-0.10615591047801298
11,Kevin Hern (R-Okla),R,Okla,House,2018,60979615,
925,Kevin McCarthy (R-Calif),R,Calif,House,2008,128008,
1470,Kevin McCarthy (R-Calif),R,Calif,House,2009,226008,0.7655771514280358
2035,Kevin McCarthy (R-Calif),R,Calif,House,2010,299508,0.3252097270893066
2632,Kevin McCarthy (R-Calif),R,Calif,House,2011,211008,-0.29548459473536604
3204,Kevin McCarthy (R-Calif),R,Calif,House,2012,187004,-0.11375872004852894
3770,Kevin McCarthy (R-Calif),R,Calif,House,2013,171003,-0.08556501465209299
4246,Kevin McCarthy (R-Calif),R,Calif,House,2014,306504,0.7923896071998737
4816,Kevin McCarthy (R-Calif),R,Calif,House,2015,189003,-0.3833587816145956
5275,Kevin McCarthy (R-Calif),R,Calif,House,2016,148002,-0.21693306455453087
5828,Kevin McCarthy (R-Calif),R,Calif,House,2017,148002,0.0
340,Kevin McCarthy (R-Calif),R,Calif,House,2018,223002,0.5067499087850165
2718,Kevin Yoder (R-Kan),R,Kan,House,2011,-2497,
3281,Kevin Yoder (R-Kan),R,Kan,House,2012,-59498,22.827793352022425
3803,Kevin Yoder (R-Kan),R,Kan,House,2013,48003,-1.806800228579112
4282,Kevin Yoder (R-Kan),R,Kan,House,2014,184512,2.8437597650146866
4820,Kevin Yoder (R-Kan),R,Kan,House,2015,187011,0.013543834547346423
5238,Kevin Yoder (R-Kan),R,Kan,House,2016,312509,0.6710728245932058
5792,Kevin Yoder (R-Kan),R,Kan,House,2017,270009,-0.13599608331280055
1302,Kirsten Gillibrand (D-NY),D,NY,Senate,2009,1016503,
1900,Kirsten Gillibrand (D-NY),D,NY,Senate,2010,998003,-0.018199651156956764
2669,Kirsten Gillibrand (D-NY),D,NY,Senate,2011,102003,-0.897792892406135
3172,Kirsten Gillibrand (D-NY),D,NY,Senate,2012,291002,1.8528768761703085
3789,Kirsten Gillibrand (D-NY),D,NY,Senate,2013,105502,-0.637452663555577
4266,Kirsten Gillibrand (D-NY),D,NY,Senate,2014,231502,1.19429015563686
4730,Kirsten Gillibrand (D-NY),D,NY,Senate,2015,498502,1.153337768140232
5220,Kirsten Gillibrand (D-NY),D,NY,Senate,2016,440001,-0.11735359135971368
5764,Kirsten Gillibrand (D-NY),D,NY,Senate,2017,431003,-0.020449953522832853
323,Kirsten Gillibrand (D-NY),D,NY,Senate,2018,296004,-0.3132205576295293
2668,Kristi Noem (R-SD),R,SD,House,2011,105003,
3235,Kristi Noem (R-SD),R,SD,House,2012,81004,-0.22855537460834452
3791,Kristi Noem (R-SD),R,SD,House,2013,88504,0.09258802034467428
4306,Kristi Noem (R-SD),R,SD,House,2014,96504,0.09039139473922075
4738,Kristi Noem (R-SD),R,SD,House,2015,471504,3.8858492912210894
5317,Kristi Noem (R-SD),R,SD,House,2016,0,-1.0
5619,Kristi Noem (R-SD),R,SD,House,2017,2346504,
1098,Kurt Schrader (D-Ore),D,Ore,House,2009,6181535,
1690,Kurt Schrader (D-Ore),D,Ore,House,2010,6401531,0.035589218535525546
2241,Kurt Schrader (D-Ore),D,Ore,House,2011,9077509,0.4180215639040099
2860,Kurt Schrader (D-Ore),D,Ore,House,2012,4500558,-0.5042078173648741
3405,Kurt Schrader (D-Ore),D,Ore,House,2013,5113924,0.13628665601021028
3963,Kurt Schrader (D-Ore),D,Ore,House,2014,5330066,0.04226539150757813
4484,Kurt Schrader (D-Ore),D,Ore,House,2015,4768073,-0.10543828162728186
4969,Kurt Schrader (D-Ore),D,Ore,House,2016,11110632,1.3302143234803663
5834,Kurt Schrader (D-Ore),D,Ore,House,2017,109651,-0.9901309844480494
63,Kurt Schrader (D-Ore),D,Ore,House,2018,7907573,71.11583113697094
3839,Kyrsten Sinema (D-Ariz),D,Ariz,House,2013,-32500,
4344,Kyrsten Sinema (D-Ariz),D,Ariz,House,2014,-32500,0.0
4880,Kyrsten Sinema (D-Ariz),D,Ariz,House,2015,-32500,0.0
5374,Kyrsten Sinema (D-Ariz),D,Ariz,House,2016,-32500,0.0
461,Lamar Alexander (R-Tenn),R,Tenn,Senate,2008,25804887,
1036,Lamar Alexander (R-Tenn),R,Tenn,Senate,2009,27866390,0.0798880847647192
1632,Lamar Alexander (R-Tenn),R,Tenn,Senate,2010,22538024,-0.19121120460884955
2231,Lamar Alexander (R-Tenn),R,Tenn,Senate,2011,12415524,-0.4491298793541084
2928,Lamar Alexander (R-Tenn),R,Tenn,Senate,2012,2627024,-0.7884081251826343
3338,Lamar Alexander (R-Tenn),R,Tenn,Senate,2013,22361024,7.511922235959778
3919,Lamar Alexander (R-Tenn),R,Tenn,Senate,2014,13221018,-0.4087472022748153
4412,Lamar Alexander (R-Tenn),R,Tenn,Senate,2015,16667518,0.260683405771023
4932,Lamar Alexander (R-Tenn),R,Tenn,Senate,2016,39334058,1.3599229351364732
5448,Lamar Alexander (R-Tenn),R,Tenn,Senate,2017,50099086,0.27368211029739165
26,Lamar Alexander (R-Tenn),R,Tenn,Senate,2018,25919044,-0.4826443739911742
528,Lamar Smith (R-Texas),R,Texas,House,2008,5309886,
1091,Lamar Smith (R-Texas),R,Texas,House,2009,6481063,0.22056537560316736
1734,Lamar Smith (R-Texas),R,Texas,House,2010,3925560,-0.3943030641732691
2292,Lamar Smith (R-Texas),R,Texas,House,2011,4201560,0.07030844006969716
2862,Lamar Smith (R-Texas),R,Texas,House,2012,4450054,0.059143270594731456
3432,Lamar Smith (R-Texas),R,Texas,House,2013,4254036,-0.04404845424347659
3981,Lamar Smith (R-Texas),R,Texas,House,2014,4594541,0.08004281110926192
4478,Lamar Smith (R-Texas),R,Texas,House,2015,5055537,0.10033559391460423
5022,Lamar Smith (R-Texas),R,Texas,House,2016,5029036,-0.005241975283733491
5546,Lamar Smith (R-Texas),R,Texas,House,2017,4926538,-0.020381242051160542
2450,Larry Bucshon (R-Ind),R,Ind,House,2011,1119596,
3015,Larry Bucshon (R-Ind),R,Ind,House,2012,1123977,0.003913018624575271
3577,Larry Bucshon (R-Ind),R,Ind,House,2013,1138645,0.013050089103246787
4121,Larry Bucshon (R-Ind),R,Ind,House,2014,1122096,-0.014533941658725902
4705,Larry Bucshon (R-Ind),R,Ind,House,2015,615479,-0.45149167272675417
5157,Larry Bucshon (R-Ind),R,Ind,House,2016,966839,0.5708724424391409
5835,Larry Bucshon (R-Ind),R,Ind,House,2017,107761,-0.8885429735457506
183,Larry Bucshon (R-Ind),R,Ind,House,2018,1744520,15.188788151557613
797,Larry Craig (R-Idaho),R,Idaho,Senate,2008,515002,
1563,Larry Kissell (D-NC),D,NC,House,2009,9002,
2106,Larry Kissell (D-NC),D,NC,House,2010,94004,9.442568318151523
2635,Larry Kissell (D-NC),D,NC,House,2011,206504,1.1967575847836263
3198,Larry Kissell (D-NC),D,NC,House,2012,206504,0.0
926,Laura Richardson (D-Calif),D,Calif,House,2008,123502,
1595,Laura Richardson (D-Calif),D,Calif,House,2009,-251498,-3.0363880746870495
2171,Laura Richardson (D-Calif),D,Calif,House,2010,-375495,0.4930337418190205
2740,Laura Richardson (D-Calif),D,Calif,House,2011,-334994,-0.10786029108243789
3289,Laura Richardson (D-Calif),D,Calif,House,2012,-243497,-0.27313026501967197
884,Lee Terry (R-Neb),R,Neb,House,2008,216014,
1483,Lee Terry (R-Neb),R,Neb,House,2009,196012,-0.092595850268964
2060,Lee Terry (R-Neb),R,Neb,House,2010,226010,0.15304165051119312
2630,Lee Terry (R-Neb),R,Neb,House,2011,218510,-0.033184372372903836
3210,Lee Terry (R-Neb),R,Neb,House,2012,168507,-0.22883620886915934
3761,Lee Terry (R-Neb),R,Neb,House,2013,196007,0.1631979680369362
4827,Lee Zeldin (R-NY),R,NY,House,2015,175000,
5267,Lee Zeldin (R-NY),R,NY,House,2016,175000,0.0
5820,Lee Zeldin (R-NY),R,NY,House,2017,175000,0.0
400,Lee Zeldin (R-NY),R,NY,House,2018,0,-1.0
3040,Leonard Boswell (D-Iowa),D,Iowa,House,2012,900001,
695,Leonard L Boswell (D-Iowa),D,Iowa,House,2008,1067501,
1294,Leonard L Boswell (D-Iowa),D,Iowa,House,2009,1067501,0.0
1893,Leonard L Boswell (D-Iowa),D,Iowa,House,2010,1067501,0.0
2477,Leonard L Boswell (D-Iowa),D,Iowa,House,2011,900001,-0.15690851811848416
1193,Leonard Lance (R-NJ),R,NJ,House,2009,2442024,
1743,Leonard Lance (R-NJ),R,NJ,House,2010,3706030,0.5176058875752245
2354,Leonard Lance (R-NJ),R,NJ,House,2011,2687028,-0.27495783898133586
2909,Leonard Lance (R-NJ),R,NJ,House,2012,2946508,0.0965676576500134
3457,Leonard Lance (R-NJ),R,NJ,House,2013,3426531,0.162912505243495
3998,Leonard Lance (R-NJ),R,NJ,House,2014,3792531,0.10681356742431336
4515,Leonard Lance (R-NJ),R,NJ,House,2015,3436530,-0.09386897562603969
5045,Leonard Lance (R-NJ),R,NJ,House,2016,3811032,0.10897678763170981
5547,Leonard Lance (R-NJ),R,NJ,House,2017,4919033,0.29073516044997794
691,Lincoln Davis (D-Tenn),D,Tenn,House,2008,1125001,
1285,Lincoln Davis (D-Tenn),D,Tenn,House,2009,1125001,0.0
1887,Lincoln Davis (D-Tenn),D,Tenn,House,2010,1125001,0.0
908,Lincoln Diaz-Balart (R-Fla),R,Fla,House,2008,172005,
1495,Lincoln Diaz-Balart (R-Fla),R,Fla,House,2009,155504,-0.09593325775413508
2089,Lincoln Diaz-Balart (R-Fla),R,Fla,House,2010,147503,-0.05145205268031694
846,Linda Sanchez (D-Calif),D,Calif,House,2008,342500,
1344,Linda Sanchez (D-Calif),D,Calif,House,2009,751010,1.1927299270072993
2065,Linda Sanchez (D-Calif),D,Calif,House,2010,218009,-0.7097122541643919
2612,Linda Sanchez (D-Calif),D,Calif,House,2011,275509,0.2637505791045325
3187,Linda Sanchez (D-Calif),D,Calif,House,2012,233009,-0.1542599334323017
3742,Linda Sanchez (D-Calif),D,Calif,House,2013,248010,0.0643794874876078
4248,Linda Sanchez (D-Calif),D,Calif,House,2014,292510,0.17942824886093311
4683,Linda Sanchez (D-Calif),D,Calif,House,2015,761010,1.6016546442856656
5197,Linda Sanchez (D-Calif),D,Calif,House,2016,558513,-0.26608980171088426
5778,Linda Sanchez (D-Calif),D,Calif,House,2017,346008,-0.3804835339553422
281,Linda Sanchez (D-Calif),D,Calif,House,2018,508508,0.46964232040877674
729,Lindsey Graham (R-SC),R,SC,Senate,2008,801009,
1327,Lindsey Graham (R-SC),R,SC,Senate,2009,834812,0.042200524588362986
1913,Lindsey Graham (R-SC),R,SC,Senate,2010,881786,0.056268956363828115
2475,Lindsey Graham (R-SC),R,SC,Senate,2011,904983,0.026306836352584462
3068,Lindsey Graham (R-SC),R,SC,Senate,2012,697003,-0.22981647169062847
3590,Lindsey Graham (R-SC),R,SC,Senate,2013,1021509,0.4655733189096747
4208,Lindsey Graham (R-SC),R,SC,Senate,2014,471009,-0.5389086146083881
4734,Lindsey Graham (R-SC),R,SC,Senate,2015,489009,0.038215830270759144
5125,Lindsey Graham (R-SC),R,SC,Senate,2016,1271029,1.599193470876814
5663,Lindsey Graham (R-SC),R,SC,Senate,2017,1427531,0.12313015674701355
230,Lindsey Graham (R-SC),R,SC,Senate,2018,969022,-0.3211902228392939
5507,Lisa Blunt Rochester (D-Del),D,Del,House,2017,7691041,
49,Lisa Blunt Rochester (D-Del),D,Del,House,2018,10692546,0.3902599141000549
1836,Lisa Murkowski (I-Alaska),I,Alaska,Senate,2010,1669020,
673,Lisa Murkowski (R-Alaska),R,Alaska,Senate,2008,1344019,
1265,Lisa Murkowski (R-Alaska),R,Alaska,Senate,2009,1366020,0.016369560251752402
2535,Lisa Murkowski (R-Alaska),R,Alaska,Senate,2011,538519,-0.6057751716665934
3002,Lisa Murkowski (R-Alaska),R,Alaska,Senate,2012,1305020,1.4233499653679815
3561,Lisa Murkowski (R-Alaska),R,Alaska,Senate,2013,1327517,0.01723881626335233
4086,Lisa Murkowski (R-Alaska),R,Alaska,Senate,2014,1599519,0.20489530454223948
4585,Lisa Murkowski (R-Alaska),R,Alaska,Senate,2015,1791519,0.12003608584830805
5114,Lisa Murkowski (R-Alaska),R,Alaska,Senate,2016,1459010,-0.18560171563907502
5658,Lisa Murkowski (R-Alaska),R,Alaska,Senate,2017,1483510,0.016792208415295384
196,Lisa Murkowski (R-Alaska),R,Alaska,Senate,2018,1499011,0.010448867887644875
5518,Liz Cheney (R-Wyo),R,Wyo,House,2017,7036013,
35,Liz Cheney (R-Wyo),R,Wyo,House,2018,14710513,1.0907455685485514
483,Lloyd Doggett (D-Texas),D,Texas,House,2008,13019047,
1056,Lloyd Doggett (D-Texas),D,Texas,House,2009,14370047,0.10377103638999086
1647,Lloyd Doggett (D-Texas),D,Texas,House,2010,15008544,0.04443249211363054
2224,Lloyd Doggett (D-Texas),D,Texas,House,2011,15533044,0.034946760991605874
2779,Lloyd Doggett (D-Texas),D,Texas,House,2012,21008542,0.3525064372443676
3336,Lloyd Doggett (D-Texas),D,Texas,House,2013,22637031,0.07751556485928446
3894,Lloyd Doggett (D-Texas),D,Texas,House,2014,26152032,0.15527659082147305
4396,Lloyd Doggett (D-Texas),D,Texas,House,2015,24679029,-0.056324609881174825
4945,Lloyd Doggett (D-Texas),D,Texas,House,2016,24678529,-2.026011639277847e-05
5460,Lloyd Doggett (D-Texas),D,Texas,House,2017,30155527,0.2219337303289024
24,Lloyd Doggett (D-Texas),D,Texas,House,2018,29723027,-0.01434231277072362
5630,Lloyd Smucker (R-Pa),R,Pa,House,2017,2074500,
150,Lloyd Smucker (R-Pa),R,Pa,House,2018,2810002,0.3545442275247048
881,Lois Capps (D-Calif),D,Calif,House,2008,219008,
1500,Lois Capps (D-Calif),D,Calif,House,2009,145006,-0.33789633255406193
2100,Lois Capps (D-Calif),D,Calif,House,2010,113006,-0.22068052356454215
2670,Lois Capps (D-Calif),D,Calif,House,2011,98006,-0.1327363148859353
3231,Lois Capps (D-Calif),D,Calif,House,2012,98006,0.0
3784,Lois Capps (D-Calif),D,Calif,House,2013,115006,0.17345876783054104
4301,Lois Capps (D-Calif),D,Calif,House,2014,122506,0.06521398883536511
4844,Lois Capps (D-Calif),D,Calif,House,2015,107506,-0.12244298238453621
3490,Lois J Frankel (D-Fla),D,Fla,House,2013,2537138,
4051,Lois J Frankel (D-Fla),D,Fla,House,2014,2396583,-0.055399036236893684
4596,Lois J Frankel (D-Fla),D,Fla,House,2015,1642579,-0.31461626824524747
5358,Lois J Frankel (D-Fla),D,Fla,House,2016,0,-1.0
5608,Lois J Frankel (D-Fla),D,Fla,House,2017,2612586,
159,Lois J Frankel (D-Fla),D,Fla,House,2018,2588088,-0.009376916204863694
602,Loretta Sanchez (D-Calif),D,Calif,House,2008,2547501,
1192,Loretta Sanchez (D-Calif),D,Calif,House,2009,2474001,-0.028851804179860996
1784,Loretta Sanchez (D-Calif),D,Calif,House,2010,2466000,-0.0032340326459043833
2365,Loretta Sanchez (D-Calif),D,Calif,House,2011,2482001,0.006488645579886487
2905,Loretta Sanchez (D-Calif),D,Calif,House,2012,2991501,0.20527791890494806
3475,Loretta Sanchez (D-Calif),D,Calif,House,2013,3001001,0.003175663320854616
4027,Loretta Sanchez (D-Calif),D,Calif,House,2014,3091001,0.029989993338889187
4506,Loretta Sanchez (D-Calif),D,Calif,House,2015,3841002,0.24264016737619953
5080,Loretta Sanchez (D-Calif),D,Calif,House,2016,2808501,-0.2688103260555449
2417,Lou Barletta (R-Pa),R,Pa,House,2011,1582049,
2948,Lou Barletta (R-Pa),R,Pa,House,2012,2083544,0.3169908138117088
3509,Lou Barletta (R-Pa),R,Pa,House,2013,2016548,-0.03215482850374174
4102,Lou Barletta (R-Pa),R,Pa,House,2014,1364029,-0.3235821810341236
4902,Lou Barletta (R-Pa),R,Pa,House,2015,-1178470,-1.8639625697107611
5415,Lou Barletta (R-Pa),R,Pa,House,2016,-1210971,0.02757897952429844
5930,Lou Barletta (R-Pa),R,Pa,House,2017,-1177971,-0.0272508590213969
5550,Lou Correa (D-Calif),D,Calif,House,2017,4815520,
89,Lou Correa (D-Calif),D,Calif,House,2018,5940521,0.23361983752533466
1003,Louis B Gohmert Jr (R-Texas),R,Texas,House,2008,-250001,
2167,Louis B Gohmert Jr (R-Texas),R,Texas,House,2010,-150001,-0.39999840000639997
2732,Louis B Gohmert Jr (R-Texas),R,Texas,House,2011,-87500,-0.41667055552962984
3287,Louis B Gohmert Jr (R-Texas),R,Texas,House,2012,-162501,0.8571542857142858
3849,Louis B Gohmert Jr (R-Texas),R,Texas,House,2013,-175001,0.0769226035532089
4353,Louis B Gohmert Jr (R-Texas),R,Texas,House,2014,-107501,-0.38571208164524773
4877,Louis B Gohmert Jr (R-Texas),R,Texas,House,2015,-12500,-0.8837220118882615
5340,Louis B Gohmert Jr (R-Texas),R,Texas,House,2016,0,-1.0
5909,Louis B Gohmert Jr (R-Texas),R,Texas,House,2017,-375000,
389,Louis B Gohmert Jr (R-Texas),R,Texas,House,2018,32500,-1.0866666666666667
1593,"Louis B Gohmert, Jr (R-Texas)",R,Texas,House,2009,-150001,
632,Louise M Slaughter (D-NY),D,NY,House,2008,1703509,
1191,Louise M Slaughter (D-NY),D,NY,House,2009,2485509,0.45905246171285263
1788,Louise M Slaughter (D-NY),D,NY,House,2010,2387009,-0.03962970964900947
2357,Louise M Slaughter (D-NY),D,NY,House,2011,2637010,0.10473399974612585
2919,Louise M Slaughter (D-NY),D,NY,House,2012,2779510,0.05403847539448092
3467,Louise M Slaughter (D-NY),D,NY,House,2013,3121510,0.12304327021669281
4016,Louise M Slaughter (D-NY),D,NY,House,2014,3344013,0.07128056613626099
4570,Louise M Slaughter (D-NY),D,NY,House,2015,2161510,-0.3536179434709136
5104,Louise M Slaughter (D-NY),D,NY,House,2016,1819010,-0.1584540437009313
813,Lucille Roybal-Allard (D-Calif),D,Calif,House,2008,456006,
1419,Lucille Roybal-Allard (D-Calif),D,Calif,House,2009,401006,-0.12061244808182348
1979,Lucille Roybal-Allard (D-Calif),D,Calif,House,2010,501006,0.2493728273392417
2579,Lucille Roybal-Allard (D-Calif),D,Calif,House,2011,401006,-0.1995984080030978
3157,Lucille Roybal-Allard (D-Calif),D,Calif,House,2012,343005,-0.14463873358503365
3713,Lucille Roybal-Allard (D-Calif),D,Calif,House,2013,343005,0.0
4131,Lucille Roybal-Allard (D-Calif),D,Calif,House,2014,1006503,1.9343683036690429
4901,Lucille Roybal-Allard (D-Calif),D,Calif,House,2015,-461498,-1.4585162687046138
5127,Lucille Roybal-Allard (D-Calif),D,Calif,House,2016,1213504,-3.6294891852185707
5925,Lucille Roybal-Allard (D-Calif),D,Calif,House,2017,-665498,-1.548410223616898
313,Lucille Roybal-Allard (D-Calif),D,Calif,House,2018,357002,-1.5364433852543509
551,Luis Fortuno (R-PR),R,PR,House,2008,4087010,
627,Luis V Gutierrez (D-Ill),D,Ill,House,2008,1790508,
1202,Luis V Gutierrez (D-Ill),D,Ill,House,2009,2358005,0.31694748082667035
1826,Luis V Gutierrez (D-Ill),D,Ill,House,2010,1774507,-0.24745409784966532
2342,Luis V Gutierrez (D-Ill),D,Ill,House,2011,2922519,0.6469470111980398
2934,Luis V Gutierrez (D-Ill),D,Ill,House,2012,2464049,-0.1568749424725725
3536,Luis V Gutierrez (D-Ill),D,Ill,House,2013,1690011,-0.3141325517471446
4095,Luis V Gutierrez (D-Ill),D,Ill,House,2014,1495512,-0.11508741659077959
4571,Luis V Gutierrez (D-Ill),D,Ill,House,2015,2150011,0.4376420918053483
5136,Luis V Gutierrez (D-Ill),D,Ill,House,2016,1109011,-0.48418356929336637
5673,Luis V Gutierrez (D-Ill),D,Ill,House,2017,1222016,0.10189709570058358
3627,Luke Messer (R-Ind),R,Ind,House,2013,702515,
4149,Luke Messer (R-Ind),R,Ind,House,2014,816018,0.1615666569397094
4673,Luke Messer (R-Ind),R,Ind,House,2015,816018,0.0
5253,Luke Messer (R-Ind),R,Ind,House,2016,236019,-0.7107674095424366
5672,Luke Messer (R-Ind),R,Ind,House,2017,1237031,4.241234815841097
872,Lynn A Westmoreland (R-Ga),R,Ga,House,2008,248501,
1461,Lynn A Westmoreland (R-Ga),R,Ga,House,2009,248501,0.0
2038,Lynn A Westmoreland (R-Ga),R,Ga,House,2010,291001,0.17102546871038737
2621,Lynn A Westmoreland (R-Ga),R,Ga,House,2011,248501,-0.146047608083821
3173,Lynn A Westmoreland (R-Ga),R,Ga,House,2012,291001,0.17102546871038737
3731,Lynn A Westmoreland (R-Ga),R,Ga,House,2013,291001,0.0
4307,Lynn A Westmoreland (R-Ga),R,Ga,House,2014,91001,-0.6872828615709224
4849,Lynn A Westmoreland (R-Ga),R,Ga,House,2015,91001,0.0
5280,Lynn A Westmoreland (R-Ga),R,Ga,House,2016,91001,0.0
1395,Lynn Jenkins (R-Kan),R,Kan,House,2009,477513,
1978,Lynn Jenkins (R-Kan),R,Kan,House,2010,510013,0.06806097425619817
2563,Lynn Jenkins (R-Kan),R,Kan,House,2011,430507,-0.15589014397672218
3132,Lynn Jenkins (R-Kan),R,Kan,House,2012,430507,0.0
3678,Lynn Jenkins (R-Kan),R,Kan,House,2013,481007,0.1173035513940539
4163,Lynn Jenkins (R-Kan),R,Kan,House,2014,709007,0.4740055758024311
4664,Lynn Jenkins (R-Kan),R,Kan,House,2015,876007,0.2355406928281385
5119,Lynn Jenkins (R-Kan),R,Kan,House,2016,1361007,0.5536485439043295
5659,Lynn Jenkins (R-Kan),R,Kan,House,2017,1470507,0.08045513358858547
819,Lynn Woolsey (D-Calif),D,Calif,House,2008,420006,
1404,Lynn Woolsey (D-Calif),D,Calif,House,2009,448506,0.06785617348323592
1981,Lynn Woolsey (D-Calif),D,Calif,House,2010,490505,0.09364200255960897
2598,Lynn Woolsey (D-Calif),D,Calif,House,2011,338505,-0.30988471065534495
3143,Lynn Woolsey (D-Calif),D,Calif,House,2012,381505,0.12702914284870248
828,Mac Thornberry (R-Texas),R,Texas,House,2008,391001,
1422,Mac Thornberry (R-Texas),R,Texas,House,2009,391001,0.0
2012,Mac Thornberry (R-Texas),R,Texas,House,2010,386502,-0.011506364433850558
2573,Mac Thornberry (R-Texas),R,Texas,House,2011,410503,0.06209799690557882
3127,Mac Thornberry (R-Texas),R,Texas,House,2012,447503,0.0901333242387996
3669,Mac Thornberry (R-Texas),R,Texas,House,2013,521003,0.164244708974018
4207,Mac Thornberry (R-Texas),R,Texas,House,2014,471505,-0.09500521110243132
4703,Mac Thornberry (R-Texas),R,Texas,House,2015,639005,0.35524543748210524
5192,Mac Thornberry (R-Texas),R,Texas,House,2016,623002,-0.025043622506866092
5732,Mac Thornberry (R-Texas),R,Texas,House,2017,622503,-0.0008009605105601114
273,Mac Thornberry (R-Texas),R,Texas,House,2018,582002,-0.06506153383999758
538,Madeleine Z Bordallo (D-Guam),D,Guam,House,2008,4565002,
1121,Madeleine Z Bordallo (D-Guam),D,Guam,House,2009,4916003,0.07688956105605205
1713,Madeleine Z Bordallo (D-Guam),D,Guam,House,2010,4940503,0.004983723565669118
2277,Madeleine Z Bordallo (D-Guam),D,Guam,House,2011,5147503,0.04189856781789225
2850,Madeleine Z Bordallo (D-Guam),D,Guam,House,2012,5147503,0.0
3402,Madeleine Z Bordallo (D-Guam),D,Guam,House,2013,5465004,0.061680585713111746
3961,Madeleine Z Bordallo (D-Guam),D,Guam,House,2014,5565004,0.018298248272096362
4447,Madeleine Z Bordallo (D-Guam),D,Guam,House,2015,7615503,0.36846316732207196
4990,Madeleine Z Bordallo (D-Guam),D,Guam,House,2016,7790504,0.022979572065036313
5519,Madeleine Z Bordallo (D-Guam),D,Guam,House,2017,6997504,-0.10179059018517933
5496,Maggie Hassan (D-NH),D,NH,Senate,2017,9553534,
131,Maggie Hassan (D-NH),D,NH,Senate,2018,3467042,-0.6370932473784047
3780,Marc Veasey (D-Texas),D,Texas,House,2013,123508,
4295,Marc Veasey (D-Texas),D,Texas,House,2014,144511,0.17005376169964692
4837,Marc Veasey (D-Texas),D,Texas,House,2015,144011,-0.003459944225699063
5314,Marc Veasey (D-Texas),D,Texas,House,2016,0,-1.0
5845,Marc Veasey (D-Texas),D,Texas,House,2017,46504,
412,Marc Veasey (D-Texas),D,Texas,House,2018,-79498,-2.709487355926372
1346,Marcia L Fudge (D-Ohio),D,Ohio,House,2009,740503,
1937,Marcia L Fudge (D-Ohio),D,Ohio,House,2010,764006,0.03173923670802137
2469,Marcia L Fudge (D-Ohio),D,Ohio,House,2011,939006,0.22905579275555432
3022,Marcia L Fudge (D-Ohio),D,Ohio,House,2012,1031506,0.09850842273638305
3589,Marcia L Fudge (D-Ohio),D,Ohio,House,2013,1023005,-0.0082413480871657
4169,Marcia L Fudge (D-Ohio),D,Ohio,House,2014,673004,-0.3421302926183156
4711,Marcia L Fudge (D-Ohio),D,Ohio,House,2015,598004,-0.11144064522647712
5224,Marcia L Fudge (D-Ohio),D,Ohio,House,2016,423003,-0.29264185523842645
5738,Marcia L Fudge (D-Ohio),D,Ohio,House,2017,598004,0.4137110138698781
253,Marcia L Fudge (D-Ohio),D,Ohio,House,2018,773004,0.29264018300880923
2725,Marco Rubio (R-Fla),R,Fla,Senate,2011,-37493,
3140,Marco Rubio (R-Fla),R,Fla,Senate,2012,384509,-11.25548769103566
3688,Marco Rubio (R-Fla),R,Fla,Senate,2013,443508,0.15343984146014789
4231,Marco Rubio (R-Fla),R,Fla,Senate,2014,371005,-0.16347619434147753
