,name,party,state,chamber,year,net_worth,pct_change
4745,Tammy Baldwin (D-Wis),D,Wis,Senate,2015,423502,0.01925627134471397
5173,Tammy Baldwin (D-Wis),D,Wis,Senate,2016,798502,0.8854739765101463
5690,Tammy Baldwin (D-Wis),D,Wis,Senate,2017,1047003,0.3112089888315872
219,Tammy Baldwin (D-Wis),D,Wis,Senate,2018,1147003,0.09551071009347623
3649,Tammy Duckworth (D-Ill),D,Ill,House,2013,622025,
4204,Tammy Duckworth (D-Ill),D,Ill,House,2014,484025,-0.22185603472529236
4719,Tammy Duckworth (D-Ill),D,Ill,House,2015,559025,0.15495067403543206
5940,Tammy Duckworth (D-Ill),D,Ill,Senate,2017,-10548913,-19.870199007200036
262,Tammy Duckworth (D-Ill),D,Ill,Senate,2018,697531,-1.0661234953781493
5575,Ted Budd (R-NC),R,NC,House,2017,3786536,
83,Ted Budd (R-NC),R,NC,House,2018,6400534,0.6903401948377093
3495,Ted Cruz (R-Texas),R,Texas,Senate,2013,2301515,
4013,Ted Cruz (R-Texas),R,Texas,Senate,2014,3388518,0.47229889876885434
4507,Ted Cruz (R-Texas),R,Texas,Senate,2015,3796017,0.120258767992379
5008,Ted Cruz (R-Texas),R,Texas,Senate,2016,6068534,0.5986582778738874
5574,Ted Cruz (R-Texas),R,Texas,Senate,2017,3788035,-0.3757907593497869
138,Ted Cruz (R-Texas),R,Texas,Senate,2018,3198068,-0.155744865081764
1281,Ted Deutch (D-Fla),D,Fla,House,2009,1156018,
1953,Ted Deutch (D-Fla),D,Fla,House,2010,635007,-0.45069453935838366
2497,Ted Deutch (D-Fla),D,Fla,House,2011,757010,0.1921285907084489
3059,Ted Deutch (D-Fla),D,Fla,House,2012,764511,0.009908719831970503
3605,Ted Deutch (D-Fla),D,Fla,House,2013,871018,0.13931388822397595
4137,Ted Deutch (D-Fla),D,Fla,House,2014,928021,0.06544411252121085
4658,Ted Deutch (D-Fla),D,Fla,House,2015,903021,-0.026939045560391395
5218,Ted Deutch (D-Fla),D,Fla,House,2016,443522,-0.5088464166392587
5752,Ted Deutch (D-Fla),D,Fla,House,2017,500522,0.1285167364865778
238,Ted Deutch (D-Fla),D,Fla,House,2018,907525,0.8131570640251577
1075,Ted Kaufman (D-Del),D,Del,Senate,2009,8330458,
2152,Ted Kaufman (D-Del),D,Del,Senate,2010,0,-1.0
4607,Ted Lieu (D-Calif),D,Calif,House,2015,1471020,
5054,Ted Lieu (D-Calif),D,Calif,House,2016,3503519,1.3816936547429677
5581,Ted Lieu (D-Calif),D,Calif,House,2017,3502020,-0.0004278555361052483
127,Ted Lieu (D-Calif),D,Calif,House,2018,3533519,0.008994523160918533
936,Ted Poe (R-Texas),R,Texas,House,2008,88504,
1514,Ted Poe (R-Texas),R,Texas,House,2009,112505,0.27118548314200486
2092,Ted Poe (R-Texas),R,Texas,House,2010,136507,0.21334162926092182
2599,Ted Poe (R-Texas),R,Texas,House,2011,337006,1.4687818207124907
3128,Ted Poe (R-Texas),R,Texas,House,2012,446006,0.3234363779873355
3741,Ted Poe (R-Texas),R,Texas,House,2013,254506,-0.42936642107953704
4247,Ted Poe (R-Texas),R,Texas,House,2014,295007,0.159135737467879
4741,Ted Poe (R-Texas),R,Texas,House,2015,445008,0.5084659008091335
5134,Ted Poe (R-Texas),R,Texas,House,2016,1126508,1.5314331427749615
5662,Ted Poe (R-Texas),R,Texas,House,2017,1444008,0.28184442542795973
656,Ted Stevens (R-Alaska),R,Alaska,Senate,2008,1473513,
3505,Ted Yoho (R-Fla),R,Fla,House,2013,2070492,
4064,Ted Yoho (R-Fla),R,Fla,House,2014,2075022,0.0021878857778729888
4576,Ted Yoho (R-Fla),R,Fla,House,2015,2037600,-0.018034507585943715
5319,Ted Yoho (R-Fla),R,Fla,House,2016,0,-1.0
5629,Ted Yoho (R-Fla),R,Fla,House,2017,2106005,
141,Ted Yoho (R-Fla),R,Fla,House,2018,3089937,0.467203069318449
2638,Terri A Sewell (D-Ala),D,Ala,House,2011,183507,
3202,Terri A Sewell (D-Ala),D,Ala,House,2012,191507,0.04359506721814421
3698,Terri A Sewell (D-Ala),D,Ala,House,2013,391008,1.041742599487225
4227,Terri A Sewell (D-Ala),D,Ala,House,2014,390508,-0.0012787462149111972
4756,Terri A Sewell (D-Ala),D,Ala,House,2015,390508,0.0
5391,Terri A Sewell (D-Ala),D,Ala,House,2016,-219495,-1.5620755528695955
5873,Terri A Sewell (D-Ala),D,Ala,House,2017,-44994,-0.7950112758832775
319,Terri A Sewell (D-Ala),D,Ala,House,2018,330006,-8.334444592612348
506,Terry Everett (R-Ala),R,Ala,House,2008,7236523,
675,Thad Cochran (R-Miss),R,Miss,Senate,2008,1327030,
1217,Thad Cochran (R-Miss),R,Miss,Senate,2009,1941032,0.4626888615931817
1803,Thad Cochran (R-Miss),R,Miss,Senate,2010,2100539,0.08217638864274268
2388,Thad Cochran (R-Miss),R,Miss,Senate,2011,1971530,-0.06141709342221213
2927,Thad Cochran (R-Miss),R,Miss,Senate,2012,2633535,0.3357823619219591
3407,Thad Cochran (R-Miss),R,Miss,Senate,2013,5089556,0.9325947822983176
3968,Thad Cochran (R-Miss),R,Miss,Senate,2014,5123560,0.006681132892535135
4431,Thad Cochran (R-Miss),R,Miss,Senate,2015,11486561,1.2419101171841453
5417,Thad Cochran (R-Miss),R,Miss,Senate,2016,-2250002,-1.195881256365591
805,Thad McCotter (R-Mich),R,Mich,House,2008,487509,
1380,Thad McCotter (R-Mich),R,Mich,House,2009,573011,0.1753854800629322
1944,Thaddeus G McCotter (R-Mich),R,Mich,House,2010,677018,
2512,Thaddeus G McCotter (R-Mich),R,Mich,House,2011,667518,-0.01403212322272085
577,Thelma Drake (R-Va),R,Va,House,2008,3356520,
4439,Thom Tillis (R-NC),R,NC,Senate,2015,8386523,
4952,Thom Tillis (R-NC),R,NC,Senate,2016,17610550,1.0998630779406438
5487,Thom Tillis (R-NC),R,NC,Senate,2017,10525547,-0.40231582772826513
47,Thom Tillis (R-NC),R,NC,Senate,2018,10966045,0.04185036654152041
4377,Thomas MacArthur (R-NJ),R,NJ,House,2015,64014232,
4923,Thomas MacArthur (R-NJ),R,NJ,House,2016,64462709,0.007005895189057254
5442,Thomas MacArthur (R-NJ),R,NJ,House,2017,66071220,0.02495258149948376
2348,Thomas Massie (R-Ky),R,Ky,House,2011,2825000,
2916,Thomas Massie (R-Ky),R,Ky,House,2012,2841001,0.005664070796460141
3480,Thomas Massie (R-Ky),R,Ky,House,2013,2841001,0.0
4036,Thomas Massie (R-Ky),R,Ky,House,2014,2841001,0.0
4552,Thomas Massie (R-Ky),R,Ky,House,2015,2666000,-0.0615983591698841
5011,Thomas Massie (R-Ky),R,Ky,House,2016,5858003,1.197300450112528
5606,Thomas Massie (R-Ky),R,Ky,House,2017,2658500,-0.5461764017532937
149,Thomas Massie (R-Ky),R,Ky,House,2018,2816501,0.05943238668422035
2719,Tim Griffin (R-Ark),R,Ark,House,2011,-8997,
3277,Tim Griffin (R-Ark),R,Ark,House,2012,-32999,2.6677781482716463
3832,Tim Griffin (R-Ark),R,Ark,House,2013,-8997,-0.727355374405285
810,Tim Holden (D-Pa),D,Pa,House,2008,465010,
1390,Tim Holden (D-Pa),D,Pa,House,2009,497012,0.06882002537579845
1968,Tim Holden (D-Pa),D,Pa,House,2010,547010,0.10059716868003177
2538,Tim Holden (D-Pa),D,Pa,House,2011,523008,-0.04387853969762889
3108,Tim Holden (D-Pa),D,Pa,House,2012,506006,-0.03250810695056294
2613,Tim Huelskamp (R-Kan),R,Kan,House,2011,271505,
3168,Tim Huelskamp (R-Kan),R,Kan,House,2012,304005,0.119703136222169
3707,Tim Huelskamp (R-Kan),R,Kan,House,2013,361006,0.18750020558872382
4314,Tim Huelskamp (R-Kan),R,Kan,House,2014,56003,-0.8448696143554401
4848,Tim Huelskamp (R-Kan),R,Kan,House,2015,96504,0.7231934003535525
741,Tim Johnson (D-SD),D,SD,Senate,2008,767513,
1352,Tim Johnson (D-SD),D,SD,Senate,2009,724015,-0.05667395861698754
1922,Tim Johnson (D-SD),D,SD,Senate,2010,828017,0.14364619517551436
2488,Tim Johnson (D-SD),D,SD,Senate,2011,805015,-0.027779622882138866
3006,Tim Johnson (D-SD),D,SD,Senate,2012,1201522,0.49254610162543555
3586,Tim Johnson (D-SD),D,SD,Senate,2013,1038513,-0.1356687601225779
3567,Tim Kaine (D-Va),D,Va,Senate,2013,1293525,
4039,Tim Kaine (D-Va),D,Va,Senate,2014,2728536,1.1093801820606481
4608,Tim Kaine (D-Va),D,Va,Senate,2015,1453019,-0.46747303315770805
5115,Tim Kaine (D-Va),D,Va,Senate,2016,1450519,-0.0017205556155838186
5642,Tim Kaine (D-Va),D,Va,Senate,2017,1685018,0.1616655831464462
247,Tim Kaine (D-Va),D,Va,Senate,2018,811008,-0.5186947557830243
516,Tim Mahoney (D-Fla),D,Fla,House,2008,6176012,
758,Tim Murphy (R-Pa),R,Pa,House,2008,688531,
1339,Tim Murphy (R-Pa),R,Pa,House,2009,768031,0.11546321080677568
1935,Tim Murphy (R-Pa),R,Pa,House,2010,768027,-5.208123109667895e-06
2503,Tim Murphy (R-Pa),R,Pa,House,2011,736528,-0.04101288105756695
3064,Tim Murphy (R-Pa),R,Pa,House,2012,712524,-0.03259075011404866
3609,Tim Murphy (R-Pa),R,Pa,House,2013,835016,0.1719128057440873
4147,Tim Murphy (R-Pa),R,Pa,House,2014,849519,0.01736852946530365
4682,Tim Murphy (R-Pa),R,Pa,House,2015,764021,-0.10064283435685373
5168,Tim Murphy (R-Pa),R,Pa,House,2016,861522,0.12761560218894497
5687,Tim Murphy (R-Pa),R,Pa,House,2017,1065528,0.2367972030894161
935,Tim Ryan (D-Ohio),D,Ohio,House,2008,91502,
1485,Tim Ryan (D-Ohio),D,Ohio,House,2009,191502,1.0928722869445475
2075,Tim Ryan (D-Ohio),D,Ohio,House,2010,191502,0.0
2711,Tim Ryan (D-Ohio),D,Ohio,House,2011,1501,-0.9921619617549686
3257,Tim Ryan (D-Ohio),D,Ohio,House,2012,16501,9.993337774816789
3760,Tim Ryan (D-Ohio),D,Ohio,House,2013,199502,11.090297557723774
4249,Tim Ryan (D-Ohio),D,Ohio,House,2014,290504,0.4561458030495935
4788,Tim Ryan (D-Ohio),D,Ohio,House,2015,283004,-0.02581720045162894
5276,Tim Ryan (D-Ohio),D,Ohio,House,2016,140504,-0.503526451922941
5889,Tim Ryan (D-Ohio),D,Ohio,House,2017,-176997,-2.259729260376929
402,Tim Ryan (D-Ohio),D,Ohio,House,2018,-1997,-0.9887173228924784
3745,Tim Scott (R-SC),R,SC,Senate,2013,246004,
4269,Tim Scott (R-SC),R,SC,Senate,2014,221004,-0.10162436383148243
4766,Tim Scott (R-SC),R,SC,Senate,2015,363005,0.6425268320935367
5235,Tim Scott (R-SC),R,SC,Senate,2016,363005,0.0
5938,Tim Scott (R-SC),R,SC,Senate,2017,-3106497,-9.557725100205232
425,Tim Scott (R-SC),R,SC,Senate,2018,-1053997,-0.660712049617302
899,Tim Walberg (R-Mich),R,Mich,House,2008,185012,
2620,Tim Walberg (R-Mich),R,Mich,House,2011,249511,0.34862063001318844
3197,Tim Walberg (R-Mich),R,Mich,House,2012,211009,-0.15430983002753385
3806,Tim Walberg (R-Mich),R,Mich,House,2013,40002,-0.8104251477425133
4281,Tim Walberg (R-Mich),R,Mich,House,2014,185507,3.637443127843608
4803,Tim Walberg (R-Mich),R,Mich,House,2015,236506,0.2749168494989407
5241,Tim Walberg (R-Mich),R,Mich,House,2016,283008,0.1966208045461848
5790,Tim Walberg (R-Mich),R,Mich,House,2017,275008,-0.0282677521483492
328,Tim Walberg (R-Mich),R,Mich,House,2018,283008,0.029090062834535635
4824,Tim Walz (D-Minn),D,Minn,House,2015,176003,
5297,Tim Walz (D-Minn),D,Minn,House,2016,13502,-0.923285398544343
5858,Tim Walz (D-Minn),D,Minn,House,2017,13502,0.0
717,Timothy H Bishop (D-NY),D,NY,House,2008,908002,
1315,Timothy H Bishop (D-NY),D,NY,House,2009,908002,0.0
1865,Timothy H Bishop (D-NY),D,NY,House,2010,1283002,0.4129946850337334
2459,Timothy H Bishop (D-NY),D,NY,House,2011,992004,-0.2268102465935361
2998,Timothy H Bishop (D-NY),D,NY,House,2012,1342004,0.35282115797920177
3552,Timothy H Bishop (D-NY),D,NY,House,2013,1442004,0.07451542618352858
866,Timothy J Walz (D-Minn),D,Minn,House,2008,264004,
1469,Timothy J Walz (D-Minn),D,Minn,House,2009,232002,-0.12121786033544946
2053,Timothy J Walz (D-Minn),D,Minn,House,2010,247502,0.06680976888130274
2682,Timothy J Walz (D-Minn),D,Minn,House,2011,52002,-0.7898926069284289
3232,Timothy J Walz (D-Minn),D,Minn,House,2012,96503,0.8557555478635437
3769,Timothy J Walz (D-Minn),D,Minn,House,2013,171503,0.7771779115675161
4292,Timothy J Walz (D-Minn),D,Minn,House,2014,151503,-0.1166160358710926
2431,Timothy Johnson (R-Ill),R,Ill,House,2011,1316513,
2984,Timothy Johnson (R-Ill),R,Ill,House,2012,1538012,0.16824672449113676
668,Timothy V Johnson (R-Ill),R,Ill,House,2008,1367015,
1251,Timothy V Johnson (R-Ill),R,Ill,House,2009,1512014,0.10606979440606001
1840,Timothy V Johnson (R-Ill),R,Ill,House,2010,1636015,0.08201048402990985
5527,Tina Smith (D-Minn),D,Minn,Senate,2017,6415026,
185,Tina Smith (D-Minn),D,Minn,Senate,2018,1696020,-0.7356175953145007
928,Todd Akin (R-Mo),R,Mo,House,2008,120007,
1493,Todd Akin (R-Mo),R,Mo,House,2009,160508,0.33748864649562105
2084,Todd Akin (R-Mo),R,Mo,House,2010,160508,0.0
2527,Todd Akin (R-Mo),R,Mo,House,2011,593510,2.697697311037456
3092,Todd Akin (R-Mo),R,Mo,House,2012,603009,0.016004785092079254
949,Todd Platts (R-Pa),R,Pa,House,2008,59006,
1535,Todd Platts (R-Pa),R,Pa,House,2009,66506,0.12710571806256987
2110,Todd Platts (R-Pa),R,Pa,House,2010,84007,0.2631491895468079
2675,Todd Platts (R-Pa),R,Pa,House,2011,83008,-0.011891866154010944
3228,Todd Platts (R-Pa),R,Pa,House,2012,107508,0.29515227447956827
2504,Todd Rokita (R-Ind),R,Ind,House,2011,715525,
3062,Todd Rokita (R-Ind),R,Ind,House,2012,741522,0.03633276265679042
3616,Todd Rokita (R-Ind),R,Ind,House,2013,753023,0.015509991611847074
4151,Todd Rokita (R-Ind),R,Ind,House,2014,809525,0.07503356471183475
4669,Todd Rokita (R-Ind),R,Ind,House,2015,849528,0.049415397918532555
5156,Todd Rokita (R-Ind),R,Ind,House,2016,993027,0.16891615108625024
5671,Todd Rokita (R-Ind),R,Ind,House,2017,1252527,0.26132219969849757
932,Todd Tiahrt (R-Kan),R,Kan,House,2008,105007,
1491,Todd Tiahrt (R-Kan),R,Kan,House,2009,169508,0.6142542878093842
2080,Todd Tiahrt (R-Kan),R,Kan,House,2010,169508,0.0
2671,Todd Young (R-Ind),R,Ind,House,2011,97501,
3239,Todd Young (R-Ind),R,Ind,House,2012,66501,-0.31794545696967214
3796,Todd Young (R-Ind),R,Ind,House,2013,66501,0.0
4309,Todd Young (R-Ind),R,Ind,House,2014,75503,0.1353663854678877
4667,Todd Young (R-Ind),R,Ind,House,2015,858004,10.36383984742328
5917,Todd Young (R-Ind),R,Ind,Senate,2017,-499000,-1.5815823702453602
429,Todd Young (R-Ind),R,Ind,Senate,2018,-1392999,1.7915811623246491
762,Tom Allen (D-Maine),D,Maine,House,2008,668506,
553,Tom Carper (D-Del),D,Del,Senate,2008,3993057,
1136,Tom Carper (D-Del),D,Del,Senate,2009,4276558,0.07099848562141742
1717,Tom Carper (D-Del),D,Del,Senate,2010,4607078,0.07728645326451788
2294,Tom Carper (D-Del),D,Del,Senate,2011,4060193,-0.11870539200768904
2871,Tom Carper (D-Del),D,Del,Senate,2012,4207570,0.036298028197181864
3414,Tom Carper (D-Del),D,Del,Senate,2013,4749572,0.1288159198777441
3971,Tom Carper (D-Del),D,Del,Senate,2014,4975073,0.04747817277009392
4473,Tom Carper (D-Del),D,Del,Senate,2015,5242072,0.05366735322275673
4961,Tom Carper (D-Del),D,Del,Senate,2016,15160718,1.8921231909824971
5480,Tom Carper (D-Del),D,Del,Senate,2017,12626191,-0.16717724055021665
93,Tom Carper (D-Del),D,Del,Senate,2018,5726595,-0.5464511031078176
608,Tom Coburn (R-Okla),R,Okla,Senate,2008,2324070,
1180,Tom Coburn (R-Okla),R,Okla,Senate,2009,2895082,0.2456948370746148
1762,Tom Coburn (R-Okla),R,Okla,Senate,2010,3191118,0.10225478932893783
2309,Tom Coburn (R-Okla),R,Okla,Senate,2011,3702058,0.1601131641011082
2895,Tom Coburn (R-Okla),R,Okla,Senate,2012,3210090,-0.1328904085241236
3440,Tom Coburn (R-Okla),R,Okla,Senate,2013,3886123,0.21059627611686893
582,Tom Cole (R-Okla),R,Okla,House,2008,3184046,
1169,Tom Cole (R-Okla),R,Okla,House,2009,3264039,0.02512306668936315
1742,Tom Cole (R-Okla),R,Okla,House,2010,3737538,0.1450653622704876
2308,Tom Cole (R-Okla),R,Okla,House,2011,3713537,-0.006421606950885894
2873,Tom Cole (R-Okla),R,Okla,House,2012,4118033,0.10892472594187153
3422,Tom Cole (R-Okla),R,Okla,House,2013,4569534,0.10963996645971519
3989,Tom Cole (R-Okla),R,Okla,House,2014,4237032,-0.07276496903185314
4491,Tom Cole (R-Okla),R,Okla,House,2015,4307030,0.016520526632793908
5027,Tom Cole (R-Okla),R,Okla,House,2016,4874030,0.13164524045572001
5542,Tom Cole (R-Okla),R,Okla,House,2017,5283530,0.08401671717244241
100,Tom Cole (R-Okla),R,Okla,House,2018,5251030,-0.006151190586596411
4744,Tom Cotton (R-Ark),R,Ark,Senate,2015,425511,
5214,Tom Cotton (R-Ark),R,Ark,Senate,2016,460513,0.08225874301721925
5768,Tom Cotton (R-Ark),R,Ark,Senate,2017,394009,-0.14441286130901843
284,Tom Cotton (R-Ark),R,Ark,Senate,2018,498008,0.2639508234583474
694,Tom Davis (R-Va),R,Va,House,2008,1071026,
4831,Tom Emmer (R-Minn),R,Minn,House,2015,165001,
5329,Tom Emmer (R-Minn),R,Minn,House,2016,0,-1.0
5854,Tom Emmer (R-Minn),R,Minn,House,2017,32500,
388,Tom Emmer (R-Minn),R,Minn,House,2018,32500,0.0
714,Tom Feeney (R-Fla),R,Fla,House,2008,926512,
5911,Tom Garrett (R-Va),R,Va,House,2017,-420001,
1085,Tom Graves (R-Ga),R,Ga,House,2009,6939007,
1791,Tom Graves (R-Ga),R,Ga,House,2010,2339007,-0.6629190603208788
2385,Tom Graves (R-Ga),R,Ga,House,2011,2029507,-0.13232110891502247
3063,Tom Graves (R-Ga),R,Ga,House,2012,729007,-0.6407960159782646
3611,Tom Graves (R-Ga),R,Ga,House,2013,796506,0.09259033178007892
4140,Tom Graves (R-Ga),R,Ga,House,2014,888006,0.11487672409247396
4695,Tom Graves (R-Ga),R,Ga,House,2015,678506,-0.2359218293570089
5188,Tom Graves (R-Ga),R,Ga,House,2016,685510,0.01032267953415289
5722,Tom Graves (R-Ga),R,Ga,House,2017,701511,0.023341745561698657
285,Tom Graves (R-Ga),R,Ga,House,2018,491512,-0.2993523978954
480,Tom Harkin (D-Iowa),D,Iowa,Senate,2008,13373057,
1050,Tom Harkin (D-Iowa),D,Iowa,Senate,2009,16764563,0.2536073838614461
1642,Tom Harkin (D-Iowa),D,Iowa,Senate,2010,16597062,-0.009991372873841109
2221,Tom Harkin (D-Iowa),D,Iowa,Senate,2011,16012060,-0.03524732268879882
2783,Tom Harkin (D-Iowa),D,Iowa,Senate,2012,18039060,0.1265920812187813
3347,Tom Harkin (D-Iowa),D,Iowa,Senate,2013,18214056,0.009700948940798426
530,Tom Latham (R-Iowa),R,Iowa,House,2008,5156006,
1114,Tom Latham (R-Iowa),R,Iowa,House,2009,5331506,0.034037974354568235
1709,Tom Latham (R-Iowa),R,Iowa,House,2010,5025421,-0.05741060780950069
2279,Tom Latham (R-Iowa),R,Iowa,House,2011,4982671,-0.008506749981742834
2837,Tom Latham (R-Iowa),R,Iowa,House,2012,5739219,0.15183583262872458
3401,Tom Latham (R-Iowa),R,Iowa,House,2013,5519128,-0.038348597605353585
2678,Tom Marino (R-Pa),R,Pa,House,2011,81503,
3217,Tom Marino (R-Pa),R,Pa,House,2012,141446,0.7354698600051532
3766,Tom Marino (R-Pa),R,Pa,House,2013,177603,0.25562405440945657
4183,Tom Marino (R-Pa),R,Pa,House,2014,630539,2.550272236392403
4690,Tom Marino (R-Pa),R,Pa,House,2015,707003,0.12126767733637411
5320,Tom Marino (R-Pa),R,Pa,House,2016,0,-1.0
5747,Tom Marino (R-Pa),R,Pa,House,2017,524266,
1539,Tom McClintock (R-Calif),R,Calif,House,2009,64502,
2117,Tom McClintock (R-Calif),R,Calif,House,2010,64502,0.0
2723,Tom McClintock (R-Calif),R,Calif,House,2011,-30498,-1.4728225481380424
3275,Tom McClintock (R-Calif),R,Calif,House,2012,-30498,0.0
3835,Tom McClintock (R-Calif),R,Calif,House,2013,-22998,-0.24591776509935082
4325,Tom McClintock (R-Calif),R,Calif,House,2014,32002,-2.391512305417862
4899,Tom McClintock (R-Calif),R,Calif,House,2015,-385498,-13.04605962127367
5369,Tom McClintock (R-Calif),R,Calif,House,2016,-10498,-0.9727676926987948
5867,Tom McClintock (R-Calif),R,Calif,House,2017,-26499,1.5241950847780528
385,Tom McClintock (R-Calif),R,Calif,House,2018,40501,-2.528397298011246
5570,Tom O'Halleran (D-Ariz),D,Ariz,House,2017,4046006,
86,Tom O'Halleran (D-Ariz),D,Ariz,House,2018,6288005,0.5541264644689108
1561,Tom Perriello (D-Va),D,Va,House,2009,14002,
2144,Tom Perriello (D-Va),D,Va,House,2010,6001,-0.5714183688044565
486,Tom Petri (R-Wis),R,Wis,House,2008,12350016,
1038,Tom Petri (R-Wis),R,Wis,House,2009,24438512,0.9788243189320565
1627,Tom Petri (R-Wis),R,Wis,House,2010,28106012,0.150070511657993
2204,Tom Petri (R-Wis),R,Wis,House,2011,27470511,-0.022610856353437847
2771,Tom Petri (R-Wis),R,Wis,House,2012,25638511,-0.06668969499693689
3317,Tom Petri (R-Wis),R,Wis,House,2013,41778011,0.6295022359137783
487,Tom Price (R-Ga),R,Ga,House,2008,12198197,
1061,Tom Price (R-Ga),R,Ga,House,2009,12387597,0.015526884833881649
1654,Tom Price (R-Ga),R,Ga,House,2010,12204367,-0.014791407889681918
2218,Tom Price (R-Ga),R,Ga,House,2011,18422013,0.5094607528600212
2814,Tom Price (R-Ga),R,Ga,House,2012,8091243,-0.5607839924985396
3358,Tom Price (R-Ga),R,Ga,House,2013,12384091,0.5305548232824053
3917,Tom Price (R-Ga),R,Ga,House,2014,13640071,0.10141882839846694
4408,Tom Price (R-Ga),R,Ga,House,2015,18714513,0.37202460309774055
1262,Tom Reed (R-NY),R,NY,House,2009,1378509,
1863,Tom Reed (R-NY),R,NY,House,2010,1297505,-0.058762039275768285
2567,Tom Reed (R-NY),R,NY,House,2011,422504,-0.674371967738082
3109,Tom Reed (R-NY),R,NY,House,2012,497504,0.17751311230189537
3706,Tom Reed (R-NY),R,NY,House,2013,364003,-0.26834156107287577
4327,Tom Reed (R-NY),R,NY,House,2014,24002,-0.9340609830138763
4895,Tom Reed (R-NY),R,NY,House,2015,-183999,-8.665986167819348
5383,Tom Reed (R-NY),R,NY,House,2016,-108998,-0.40761634574100947
5842,Tom Reed (R-NY),R,NY,House,2017,66501,-1.6101121121488466
302,Tom Reed (R-NY),R,NY,House,2018,398502,4.992421166598999
808,Tom Reynolds (R-NY),R,NY,House,2008,473506,
3408,Tom Rice (R-SC),R,SC,House,2013,5037008,
3992,Tom Rice (R-SC),R,SC,House,2014,4174508,-0.17123260475266266
4489,Tom Rice (R-SC),R,SC,House,2015,4512007,0.08084761126341111
5018,Tom Rice (R-SC),R,SC,House,2016,5394508,0.19558945719720744
5623,Tom Rice (R-SC),R,SC,House,2017,2194508,-0.5931958947878101
36,Tom Rice (R-SC),R,SC,House,2018,14569510,5.6390780985988656
1497,Tom Rooney (R-Fla),R,Fla,House,2009,149005,
1737,Tom Rooney (R-Fla),R,Fla,House,2010,3848506,24.828032616355156
2315,Tom Rooney (R-Fla),R,Fla,House,2011,3466006,-0.0993892175301273
2796,Tom Rooney (R-Fla),R,Fla,House,2012,11896116,2.432226026152292
3346,Tom Rooney (R-Fla),R,Fla,House,2013,18759484,0.5769419195307106
3903,Tom Rooney (R-Fla),R,Fla,House,2014,19115055,0.01895419937989762
5351,Tom Rooney (R-Fla),R,Fla,House,2016,0,-1.0
5432,Tom Rooney (R-Fla),R,Fla,House,2017,106727118,
5613,Tom Suozzi (D-NY),D,NY,House,2017,2411030,
147,Tom Suozzi (D-NY),D,NY,House,2018,2932533,0.2162988432329751
894,Tom Tancredo (R-Colo),R,Colo,House,2008,190502,
1130,Tom Udall (D-NM),D,NM,Senate,2009,4448035,
1706,Tom Udall (D-NM),D,NM,Senate,2010,5183538,0.16535458916128132
2345,Tom Udall (D-NM),D,NM,Senate,2011,2850020,-0.4501786231720497
2912,Tom Udall (D-NM),D,NM,Senate,2012,2881022,0.01087781840127433
3535,Tom Udall (D-NM),D,NM,Senate,2013,1692519,-0.41252826254016806
