"Data Source","World Development Indicators",

"Last Updated Date","2021-02-17",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Sub-Saharan Africa (excluding high income)","SSA","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","5532710024.11842","7217569978.81085","7485850007.95126","7298609899.35696","7911059917.44995","8161629985.80933","8399260017.87186","9209619968.17589","8155230030.27216","7498540042.30723","7676109950.09542","8162199982.59097","7819250017.31515","8472769957.57967","10961140068.6502","12679039925.5753","11499780040.741","12559059955.5969","14754599986.0764","16570019985.6758","17463969997.406","18217709858.8943","19699589893.3411","19352580166.1294","22283579746.2463","24105649920.4636","23237339910.5072","23009989916.3246","24288630052.8049","26182559871.6736","26414759943.9621","25675190147.3999","26323139951.4973","24760820026.3977","26457079870.224","22939529891.9678","20712520046.2341","20647869903.5645","20240289958.9539","18490530046.463","19320149990.0818","21831820065.4984","27921919950.4852","31776320087.4329","30621519716.2628","36696659860.611","44585990129.4708","36460450073.2422","38960090225.2197","44373539981.842","44219589889.5264","44790000347.1375","45334969985.9619","45686509941.1011","44264270389.5569","46996389888.7634","46932139827.7283","51586179572.1054","50470799861.908","56220149961.4716","",
"South Sudan","SSD","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","396000000","1144660034.17969","1338170043.94531","1900250000","1737560058.59375","1680739990.23438","2267510009.76563","1577500000","1912030029.29688","",
"Sub-Saharan Africa","SSF","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","5543610023.73695","7227149978.73455","7490360008.18014","7304439899.28067","7919349917.4118","8174449985.50415","8406550017.83371","9227029968.0233","8176310030.19586","7508860042.00205","7705659949.33248","8213769982.2858","7872110017.9255","8522769958.05651","11070470066.6666","12718929926.3954","11534560039.9971","12604909954.5479","14806839985.7283","16639629985.3325","17530809997.5586","18281599860.1913","19780579895.0195","19419520164.7561","22362739746.0938","24212659918.7851","23340719907.7606","23154139917.8505","24403240057.23","26316089874.2676","26559129942.894","25797440151.2146","26433419952.184","24865590026.8555","26517249868.3929","22996109889.9841","20777340045.929","20706729902.2675","20307899959.5642","18538680046.0815","19391019989.0137","21873620066.6428","28036479949.9512","31814810087.204","30666249716.7587","36757709861.7554","44628490128.5172","36496190073.4901","38995590225.2197","44422959981.9183","44352569892.8833","44832390348.4344","45381979987.1445","45716349940.7768","44275850389.8382","47011549889.0877","46945569827.5566","51610179572.5822","50477519861.6982","56285529958.725","",
"Small states","SST","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","860000.014305115","12119999.8855591","","","","","11210000.038147","3869999.88555908","1350000.02384186","","","","","","","3059999.94277954","41250000","10060000.4196167","11300000.1907349","7230000.01907349","8890000.34332275","14600000.3814697","24809999.4659424","31790000.9155273","31450000.7629395","32889999.3896484","23690000.5340576","30469999.3133545","40689998.626709","84739997.8637695","88160003.6621094","77349998.4741211","79860000.6103516","66040000.9155273","68860000.6103516","113220001.220703","61849998.4741211","48740001.6784668","40880001.0681152","41709999.0844727","56159999.8474121","63139999.3896484","40569999.6948242","48240001.6784668","38970001.2207031","36770000.4577637","25239999.7711182","50909999.8474121","44189998.626709","28889999.3896484","48419998.1689453","67779998.7792969","48970001.2207031","50860000.6103516","39069999.6948242","53450000.7629395","50479999.5422363","42250000","46259998.3215332","52700000.7629395","",
"Suriname","SUR","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","124309997.558594","136949996.948242","113779998.779297","163639999.389648","129380004.882813","163020004.272461","30360000.6103516","31879999.1607666","158279998.779297","148889999.389648","202089996.337891","195169998.168945","214929992.675781","148190002.441406","208679992.675781","194410003.662109","365369995.117188","277470001.220703","169309997.558594","215759994.506836","177460006.713867","246940002.441406","263269989.013672","11609999.6566772","15979999.5422363","26159999.8474121","28920000.0762939","34349998.4741211","38659999.8474121","96510002.1362305","97830001.8310547","66629997.253418","117300003.051758","118879997.253418","88260002.1362305","98660003.6621094","143389999.389648","110589996.337891","82250000","50950000.7629395","50220001.2207031","38610000.6103516","18940000.5340576","14189999.5803833","28090000.1525879","48009998.3215332","68500000","143750000","90150001.5258789","143759994.506836","97569999.6948242","69620002.746582","39049999.2370605","28670000.0762939","12420000.0762939","17370000.8392334","17940000.5340576","21190000.5340576","14180000.3051758","23739999.7711182","",
"Slovak Republic","SVK","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10720000.2670288","175660003.662109","91839996.3378906","74739997.8637695","112309997.558594","124400001.525879","126110000.610352","97839996.3378906","219130004.882813","469309997.558594","186770004.272461","274670013.427734","236229995.727539","205399993.896484","265339996.337891","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10770000.4577637","45389999.3896484","66050003.0517578","102839996.337891","138889999.389648","56150001.5258789","48060001.373291","102080001.831055","212570007.324219","82900001.5258789","72389999.3896484","71629997.253418","","","","","","","","","","","","","","","","",
"Sweden","SWE","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","84419998.1689453","109809997.558594","59509998.3215332","57380001.0681152","112160003.662109","126540000.915527","83339996.3378906","73989997.8637695","66279998.7792969","77709999.0844727","40520000.4577637","10510000.2288818","47889999.3896484","53509998.3215332","65349998.4741211","52549999.2370605","48360000.6103516","101730003.356934","129309997.558594","124919998.168945","111419998.168945","81690002.4414063","63450000.7629395","79440002.4414063","74680000.3051758","57580001.8310547","69389999.3896484","82449996.9482422","68589996.3378906","56299999.2370605","84319999.6948242","79489997.8637695","79349998.4741211","78839996.3378906","77019996.6430664","72349998.4741211","40349998.4741211","35750000","46729999.5422363","38450000.7629395","17729999.5422363","45069999.6948242","31690000.5340576","42279998.7792969","24219999.3133545","50430000.3051758","37340000.1525879","51279998.7792969","68199996.9482422","57189998.626709","92800003.0517578","121139999.389648","92080001.8310547","115900001.525879","85889999.3896484","99000000","156600006.103516","152889999.389648","121300003.051758","73120002.746582","",
"Sint Maarten (Dutch part)","SXM","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","10899999.6185303","9579999.92370605","4510000.22888184","5829999.92370605","8289999.96185303","12819999.6948242","7289999.96185303","17409999.8474121","21079999.9237061","10319999.6948242","29549999.2370605","51569999.6948242","52860000.6103516","45360000.6103516","43560001.373291","31950000.7629395","33299999.2370605","43119998.9318848","50569999.6948242","62819999.6948242","45750000","38220001.2207031","43680000.3051758","38349998.4741211","39180000.3051758","62500000","61099998.4741211","43930000.3051758","33950000.7629395","34159999.8474121","54869998.9318848","32590000.1525879","27670000.0762939","28799999.2370605","18409999.8474121","13979999.5422363","24479999.5422363","23670000.0762939","34650001.5258789","18149999.6185303","34860000.6103516","18780000.6866455","83250000","11680000.3051758","11689999.5803833","19149999.6185303","14869999.8855591","6309999.94277954","6840000.15258789","20700000.7629395","51150001.5258789","20610000.6103516","33130001.0681152","25569999.6948242","11220000.2670288","7110000.1335144","6000000","16770000.4577637","","","",
"Syrian Arab Republic","SYR","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","127389999.389648","112029998.779297","169800003.051758","22290000.9155273","33590000.1525879","28879999.1607666","137320007.324219","39139999.3896484","33759998.3215332","69029998.7792969","141240005.493164","127849998.474121","289239990.234375","1952219970.70313","3195889892.57813","3019379882.8125","2797989990.23438","3359909912.10938","2614820068.35938","5180810058.59375","4422500000","4321939941.40625","2816330078.125","2169399902.34375","1607780029.29688","1514900024.41406","1479319946.28906","1374400024.41406","258440002.441406","192330001.831055","1310829956.05469","727859985.351563","262760009.765625","320670013.427734","817929992.675781","370109985.351563","256329986.572266","242449996.948242","198630004.882813","254850006.103516","199059997.558594","256579986.572266","86550003.0517578","152880004.882813","127300003.051758","85779998.7792969","22549999.2370605","78720001.2207031","148160003.662109","204759994.506836","135500000","272019989.013672","1286959960.9375","3004530029.29688","3378489990.23438","4447939941.40625","7978290039.0625","9693730468.75","9997000000","10403209960.9375","",
"Turks and Caicos Islands","TCA","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","12279999.7329712","13920000.0762939","17139999.3896484","14250000","9329999.92370605","6159999.84741211","6989999.77111816","14829999.9237061","22940000.5340576","16360000.6103516","17790000.9155273","14210000.038147","19100000.3814697","17549999.2370605","12609999.6566772","14119999.8855591","16450000.7629395","23049999.2370605","18750000","15630000.1144409","21930000.3051758","7289999.96185303","5340000.15258789","5090000.15258789","7380000.11444092","9380000.11444092","8659999.84741211","9090000.15258789","5389999.8664856","2630000.11444092","3430000.0667572","5559999.94277954","-469999.998807907","14989999.7711182","","","","","","","","","","","","","",
"Chad","TCD","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","300000.011920929","33909999.8474121","54630001.0681152","53229999.5422363","130199996.948242","139089996.337891","139339996.337891","140130004.882813","144820007.324219","162770004.272461","151589996.337891","189850006.103516","168009994.506836","217009994.506836","341790008.544922","245199996.948242","214970001.220703","275230010.986328","353600006.103516","218080001.831055","82440002.4414063","147289993.286133","164369995.117188","235449996.948242","307799987.792969","484579986.572266","342179992.675781","365429992.675781","450700012.207031","435450012.207031","460959991.455078","386640014.648438","326739990.234375","317700012.207031","290619995.117188","286369995.117188","370690002.441406","314510009.765625","243220001.220703","262959991.455078","201619995.117188","299559997.558594","341040008.544922","320589996.337891","389510009.765625","446859985.351563","323609985.351563","377220001.220703","426619995.117188","569609985.351563","501079986.572266","438619995.117188","467299987.792969","444709991.455078","371510009.765625","647570007.324219","664640014.648438","678150024.414063","875159973.144531","722559997.558594","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","920000.016689301","21270000.4577637","35419998.1689453","51630001.0681152","108139999.389648","96300003.0517578","82239997.8637695","94319999.6948242","129899993.896484","113900001.525879","113860000.610352","114599998.474121","117879997.253418","121309997.558594","166110000.610352","151889999.389648","160029998.779297","209119995.117188","285640014.648438","274579986.572266","203910003.662109","153679992.675781","192789993.286133","286880004.882813","296790008.544922","288700012.207031","345700012.207031","215240005.493164","338779998.779297","331179992.675781","380440002.441406","286589996.337891","303950012.207031","132979995.727539","167779998.779297","233259994.506836","183130004.882813","159860000.610352","173479995.727539","95959999.0844727","103419998.168945","71599998.4741211","76709999.0844727","64120002.746582","75519996.6430664","92860000.6103516","86930000.3051758","122129997.253418","304549987.792969","494179992.675781","388750000","499230010.986328","231970001.220703","213110000.610352","198429992.675781","214589996.337891","180339996.337891","361040008.544922","296959991.455078","420660003.662109","",
"Thailand","THA","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","293119995.117188","196679992.675781","264489990.234375","249710006.713867","218979995.727539","355760009.765625","304320007.324219","380059997.558594","395720001.220703","418380004.882813","465109985.351563","355019989.013672","283290008.544922","276540008.544922","296010009.765625","315320007.324219","591900024.414063","416649993.896484","671219970.703125","925590026.855469","939340026.855469","909349975.585938","917150024.414063","960640014.648438","1052280029.29688","1047300048.82813","809799987.792969","689239990.234375","703440002.441406","917109985.351563","1071880004.88281","912799987.792969","878260009.765625","663590026.855469","600190002.441406","735929992.675781","800020019.53125","677619995.117188","789340026.855469","1011030029.29688","668450012.207031","336980010.986328","349190002.441406","-896609985.351563","78699996.9482422","-126989997.86377","-197949996.948242","-317589996.337891","-555330017.089844","-2609999.89509583","13989999.7711182","-92589996.3378906","-69750000","39080001.8310547","343660003.662109","58459999.0844727","231199996.948242","257420013.427734","-419350006.103516","-326070007.324219","",
"Tajikistan","TJK","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18829999.9237061","40389999.3896484","97339996.3378906","86239997.8637695","136440002.441406","121599998.474121","225229995.727539","158750000","163880004.882813","245470001.220703","210679992.675781","174529998.779297","272980010.986328","261529998.779297","231119995.117188","202589996.337891","232639999.389648","295769989.013672","382000000","259420013.427734","372589996.337891","368239990.234375","335220001.220703","456500000","380950012.207031","340350006.103516","403570007.324219","372250000","",
"Turkmenistan","TKM","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9920000.07629395","46049999.2370605","39569999.6948242","42389999.3896484","32680000.3051758","28309999.4659424","35549999.2370605","35020000.4577637","49950000.7629395","102690002.441406","58540000.9155273","34979999.5422363","58880001.0681152","29440000.5340576","40119998.9318848","22450000.7629395","12659999.8474121","38400001.5258789","38740001.6784668","36369998.9318848","33950000.7629395","30270000.4577637","30370000.8392334","23549999.2370605","33299999.2370605","29000000","20459999.0844727","26000000","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","19680000.3051758","","","","","","3250000","","","","","","","39999.9991059303","889999.985694885","1610000.01430511","","29999.9993294477","1070000.05245209","879999.995231628","629999.995231628","560000.002384186","1049999.95231628","","","610000.014305115","","29999.9993294477","","159999.996423721","1299999.95231628","209999.993443489","660000.026226044","319999.992847443","19999.9995529652","119999.997317791","689999.997615814","2519999.98092651","272399993.896484","404380004.882813","347750000","359329986.572266","239600006.103516","200250000","214919998.168945","239899993.896484","291519989.013672","269670013.427734","220410003.662109","276130004.882813","242270004.272461","253889999.389648","232929992.675781","232789993.286133","227050003.051758","235800003.051758","237720001.220703","207649993.896484","240229995.727539","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","79999.9982118607","150000.005960464","519999.980926514","360000.014305115","419999.986886978","3730000.01907349","4440000.05722046","9140000.34332275","11539999.961853","4659999.84741211","9920000.07629395","4750000","7269999.98092651","7280000.20980835","13449999.8092651","14949999.8092651","18680000.3051758","26270000.4577637","28110000.6103516","60290000.9155273","38770000.4577637","42750000","44990001.6784668","46389999.3896484","39930000.3051758","38029998.7792969","33020000.4577637","40909999.8474121","31010000.2288818","39349998.4741211","42720001.2207031","28069999.6948242","35659999.8474121","41759998.3215332","42110000.6103516","39840000.1525879","37939998.626709","36680000.3051758","33250000","30729999.5422363","26319999.6948242","32529998.7792969","31370000.8392334","31639999.3896484","26510000.2288818","38200000.7629395","27899999.6185303","35830001.8310547","27290000.9155273","39290000.9155273","61180000.3051758","75099998.4741211","67069999.6948242","72769996.6430664","74239997.8637695","72860000.6103516","86370002.746582","88779998.7792969","87769996.6430664","109910003.662109","",
"South Asia (IDA & IBRD)","TSA","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","769999.980926514","4929999.82833862","80519996.6430664","84879997.253418","98760002.1362305","58950000.7629395","34909999.8474121","27709999.0844727","48860000.6103516","34520000.4577637","24149999.6185303","16280000.6866455","10020000.4577637","14180000.3051758","16239999.7711182","14319999.6948242","6809999.94277954","9510000.22888184","8810000.4196167","8579999.92370605","-4920000.07629395","11970000.2670288","15149999.6185303","13609999.6566772","20959999.0844727","41880001.0681152","61470001.2207031","10810000.4196167","7889999.8664856","25629999.1607666","-2980000.01907349","8789999.96185303","2160000.08583069","28350000.3814697","30729999.5422363","19510000.2288818","47259998.3215332","20739999.7711182","38819999.6948242","-4750000","-11850000.3814697","-16299999.2370605","-4619999.88555908","-1809999.94277954","-2920000.07629395","13319999.6948242","20059999.4659424","8500000","6599999.90463257","4400000.09536743","","","","","","","","","","",
"Tunisia","TUN","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","345089996.337891","651200012.207031","485750000","643960021.972656","474929992.675781","605719970.703125","544479980.46875","619250000","426970001.220703","698530029.296875","678849975.585938","604510009.765625","572429992.675781","608840026.855469","722289978.027344","753969970.703125","770000000","777059997.558594","866960021.972656","494480010.986328","523190002.441406","595549987.792969","522719970.703125","533809997.558594","472670013.427734","442769989.013672","462799987.792969","508589996.337891","529159973.144531","469149993.896484","571780029.296875","504140014.648438","519280029.296875","351769989.013672","150610000.610352","94819999.6948242","162029998.779297","271239990.234375","202649993.896484","358170013.427734","318079986.572266","563869995.117188","310989990.234375","358630004.882813","364190002.441406","394630004.882813","466619995.117188","314380004.882813","342390014.648438","452739990.234375","521700012.207031","835849975.585938","1001270019.53125","661950012.207031","810530029.296875","552340026.855469","710729980.46875","862880004.882813","806780029.296875","1006349975.58594","",
"Turkey","TUR","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","942020019.53125","1278530029.29688","1484420043.94531","1490270019.53125","1052969970.70313","1246640014.64844","1364810058.59375","1340589965.82031","1185319946.28906","1070339965.82031","1041339965.82031","1133010009.76563","1141949951.17188","378929992.675781","189130004.882813","201570007.324219","521580017.089844","322690002.441406","454250000","1463199951.17188","2219580078.125","1790880004.88281","1543369995.11719","858109985.351563","581559997.558594","465459991.455078","691409973.144531","578650024.414063","392350006.103516","220059997.558594","1815010009.76563","2237159912.10938","447019989.013672","640010009.765625","239850006.103516","390529998.779297","280480010.986328","10909999.8474121","48130001.0681152","45970001.2207031","445209991.455078","283279998.779297","409799987.792969","215289993.286133","333429992.675781","457029998.779297","609059997.558594","773280029.296875","1008469970.70313","1245660034.17969","928219970.703125","3015110107.42188","3044300048.82813","2678580078.125","3215949951.17188","2345649902.34375","3936080078.125","3332689941.40625","1189800048.82813","851659973.144531","",
"Tuvalu","TUV","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","180000.007152557","13409999.8474121","9810000.4196167","9390000.34332275","11619999.8855591","11300000.1907349","12250000","14899999.6185303","10779999.7329712","14810000.4196167","9359999.65667725","11050000.1907349","54959999.0844727","23479999.5422363","10739999.7711182","8350000.38146973","8439999.5803833","11869999.8855591","7550000.19073486","10140000.3433228","11119999.8855591","13020000.4577637","11890000.3433228","9140000.34332275","6940000.05722046","7550000.19073486","12390000.3433228","15890000.3433228","8640000.34332275","10369999.8855591","10960000.038147","16020000.4577637","11600000.3814697","16309999.4659424","15579999.9237061","12689999.5803833","30260000.2288818","21010000.2288818","24709999.0844727","31600000.3814697","52970001.2207031","25719999.3133545","29090000.1525879","20190000.5340576","37360000.6103516","",
"Tanzania","TZA","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","101410003.662109","360190002.441406","409589996.337891","264850006.103516","357799987.792969","286779998.779297","239669998.168945","285190002.441406","279820007.324219","239190002.441406","330880004.882813","369029998.779297","319730010.986328","439179992.675781","643309997.558594","1042510009.76563","904020019.53125","1076170043.94531","1178439941.40625","1436099975.58594","1521209960.9375","1691089965.82031","1709579956.05469","1530560058.59375","1509589965.82031","1314670043.94531","1437599975.58594","1654680053.71094","1678160034.17969","1541510009.76563","1734550048.82813","1543380004.88281","1831969970.70313","1371880004.88281","1323520019.53125","1060609985.35156","1090989990.23438","1304459960.9375","1377800048.82813","1392380004.88281","1473670043.94531","1816650024.41406","1869599975.58594","2150080078.125","2019699951.17188","1656489990.23438","2040410034.17969","2838540039.0625","2226570068.35938","3132840087.89063","2962689941.40625","2318570068.35938","2728350097.65625","3300709960.9375","2534739990.23438","2698100097.65625","2436770019.53125","2682949951.17188","2455000000","2187989990.23438","",
"Uganda","UGA","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","203449996.948242","203080001.831055","256630004.882813","174029998.779297","187889999.389648","155529998.779297","168610000.610352","158000000","159809997.558594","188000000","220660003.662109","192789993.286133","226479995.727539","102589996.337891","70819999.6948242","188990005.493164","76099998.4741211","58180000.3051758","112910003.662109","122860000.610352","267609985.351563","330309997.558594","325709991.455078","349420013.427734","429299987.792969","467459991.455078","410279998.779297","543260009.765625","659739990.234375","871659973.144531","994119995.117188","952780029.296875","995900024.414063","873289978.027344","1030180053.71094","1045640014.64844","863739990.234375","1126219970.70313","920940002.441406","844859985.351563","1257859985.35156","1261680053.71094","1064689941.40625","1273510009.76563","1423920043.94531","1367790039.0625","1726910034.17969","1762319946.28906","1603760009.76563","1814369995.11719","1706660034.17969","1514640014.64844","1606160034.17969","1651719970.70313","1578800048.82813","1717310058.59375","1860040039.0625","2090340087.89063","1945469970.70313","2132649902.34375","",
"Ukraine","UKR","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","421279998.779297","534809997.558594","727849975.585938","457869995.117188","409260009.765625","421519989.013672","563090026.855469","395029998.779297","683489990.234375","845320007.324219","822750000","774380004.882813","692859985.351563","436730010.986328","456910003.662109","472489990.234375","546700012.207031","434670013.427734","593840026.855469","645390014.648438","661719970.703125","711700012.207031","756450012.207031","754960021.972656","1317969970.70313","1548890014.64844","1607609985.35156","1236900024.41406","1223170043.94531","1181150024.41406","",
"Upper middle income","UMC","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","4344720018.19313","8423840099.58804","8274660030.60341","7016420041.68034","5029390036.49354","6467950007.02143","7475580108.16574","7973749996.42372","8270859886.40785","7403639996.171","8726589855.3133","8594110063.07602","7793319987.8633","7299419974.90823","8126120146.27457","8290949961.36427","8583859903.81241","7064969972.13364","8392049986.24325","11526470018.8637","13010370370.8649","14754460138.3209","12957699838.6383","11953830008.7731","11974840173.9597","12018450130.4626","10914279877.6627","12012290101.0513","11643989956.8558","12673690011.5199","15519430113.5633","18030319707.0156","15872620076.1795","18334659955.0247","16568580007.0762","16978130048.7518","15197689946.1746","14196010023.5939","16350890108.5853","20026310033.7982","18284489918.7088","17887860128.4027","19505569963.9321","20102520050.5257","20315110026.3595","39934760477.066","24768589925.766","22924059827.8046","24899330439.5676","18563140028.7151","15922109981.06","18412840059.2804","16933489909.6489","15320650053.5011","16856750094.7714","17804809937.2387","22460189900.6367","20789319957.0179","18716760179.0428","16349119888.3057","",
"Uruguay","URY","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","126180000.305176","15090000.1525879","24399999.6185303","56220001.2207031","17610000.6103516","19840000.1525879","28149999.6185303","33069999.6948242","138789993.286133","110870002.746582","72599998.4741211","48139999.3896484","105610000.610352","80870002.746582","21670000.0762939","17790000.9155273","24100000.3814697","44119998.9318848","12979999.5422363","16569999.6948242","19250000","23110000.6103516","16959999.0844727","15430000.3051758","17159999.8474121","23389999.3896484","56290000.9155273","27350000.3814697","57610000.6103516","50720001.2207031","65800003.0517578","57409999.8474121","84730003.3569336","160369995.117188","104379997.253418","83370002.746582","44569999.6948242","46779998.7792969","37080001.8310547","33909999.8474121","30200000.7629395","23360000.6103516","23549999.2370605","22489999.7711182","27879999.1607666","19860000.6103516","26399999.6185303","36029998.7792969","30389999.3896484","47380001.0681152","42770000.4577637","16739999.7711182","16829999.9237061","34590000.1525879","85940002.4414063","24479999.5422363","19200000.7629395","43849998.4741211","","","",
"United States","USA","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uzbekistan","UZB","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1570000.05245209","11239999.7711182","38830001.8310547","89489997.8637695","99099998.4741211","158929992.675781","184600006.103516","185080001.831055","227169998.168945","211410003.662109","250619995.117188","234889999.389648","271040008.544922","188050003.051758","169600006.103516","173399993.896484","172990005.493164","167779998.779297","198800003.051758","138229995.727539","251289993.286133","282059997.558594","310510009.765625","479869995.117188","528929992.675781","658260009.765625","557960021.972656","1170550048.82813","",
"St. Vincent and the Grenadines","VCT","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","550000.011920929","17610000.6103516","24219999.3133545","17700000.7629395","14329999.9237061","14529999.7329712","15149999.6185303","22739999.7711182","21879999.1607666","18700000.7629395","13359999.6566772","9979999.54223633","13670000.0762939","26090000.1525879","24590000.1525879","27899999.6185303","24180000.3051758","22899999.6185303","22690000.5340576","24819999.6948242","18950000.7629395","15260000.2288818","58009998.3215332","32400001.5258789","6269999.98092651","28389999.3896484","20899999.6185303","7800000.19073486","12710000.038147","6320000.17166138","7690000.05722046","10829999.9237061","8350000.38146973","5119999.88555908","64970001.2207031","24229999.5422363","27489999.7711182","16409999.8474121","16090000.1525879","7940000.05722046","8020000.45776367","9239999.77111816","14710000.038147","9739999.77111816","12239999.7711182","18149999.6185303","86010002.1362305","",
